,Sex,District,Avg_score
43220,male,14,86
43221,male,23,83
43222,male,1,73
43223,male,16,85
43224,male,10,77
43225,male,4,83
43226,male,5,76
43227,female,13,80
43228,female,31,87
43229,female,28,73
43230,female,11,88
43231,male,9,84
43232,female,21,76
43233,male,6,77
43234,male,6,92
43235,male,6,87
43236,female,17,82
43237,female,4,67
43238,female,8,88
43239,male,18,76
43240,male,6,81
43241,female,6,84
43242,male,26,80
43243,male,2,84
43244,female,10,85
43245,male,19,95
43246,female,11,88
43247,male,32,77
43248,female,20,75
43249,female,24,81
43250,male,14,85
43251,female,8,77
43252,male,27,83
43253,male,13,64
43254,male,8,78
43255,male,32,89
43256,female,5,89
43257,female,28,74
43258,male,10,82
43259,female,27,71
43260,male,6,92
43261,female,10,82
43262,male,30,79
43263,female,11,81
43264,female,23,90
43265,female,27,66
43266,male,20,81
43267,male,26,71
43268,male,17,88
43269,female,10,77
43270,male,27,77
43271,female,5,86
43272,male,32,88
43273,male,29,77
43274,male,12,79
43275,male,15,84
43276,female,17,85
43277,female,26,72
43278,male,21,86
43279,male,28,82
43280,female,25,84
43281,male,7,81
43282,female,14,92
43283,male,15,77
43284,female,12,91
43285,male,25,81
43286,male,12,76
43287,female,12,78
43288,female,18,88
43289,male,13,79
43290,female,24,78
43291,male,29,81
43292,male,29,67
43293,male,19,75
43294,female,6,92
43295,male,30,77
43296,male,30,64
43297,male,28,77
43298,female,32,81
43299,male,27,84
43300,female,10,80
43301,female,4,75
43302,female,9,87
43303,male,27,89
43304,female,5,89
43305,female,14,69
43306,female,16,81
43307,male,13,71
43308,female,2,94
43309,female,22,79
43310,female,30,84
43311,female,8,80
43312,female,19,94
43313,male,14,82
43314,female,22,85
43315,female,32,76
43316,male,14,85
43317,male,9,77
43318,male,8,85
43319,female,5,80
43320,female,23,74
43321,male,22,82
43322,male,30,82
43323,male,29,74
43324,female,20,89
43325,female,31,76
43326,female,6,79
43327,male,4,70
43328,male,29,75
43329,female,14,76
43330,male,17,81
43331,female,12,70
43332,female,13,73
43333,male,20,75
43334,male,6,90
43335,female,18,77
43336,female,16,90
43337,female,25,73
43338,female,9,74
43339,male,11,88
43340,male,9,70
43341,male,28,81
43342,female,17,72
43343,female,9,86
43344,male,29,87
43345,female,5,71
43346,male,13,85
43347,male,15,79
43348,female,24,71
43349,male,14,80
43350,female,28,83
43351,male,10,75
43352,male,18,76
43353,male,26,87
43354,male,9,79
43355,male,9,78
43356,male,7,82
43357,male,13,93
43358,female,3,79
43359,female,7,98
43360,male,12,80
43361,female,27,84
43362,female,2,85
43363,male,10,89
43364,male,1,86
43365,male,6,88
43366,female,12,89
43367,male,6,82
43368,male,6,80
43369,female,18,85
43370,female,6,83
43371,female,23,74
43372,female,27,82
43373,female,21,81
43374,female,29,72
43375,male,3,87
43376,male,5,90
43377,female,5,81
43378,female,25,75
43379,female,15,76
43380,male,27,80
43381,female,3,79
43382,male,2,77
43383,female,23,86
43384,female,28,73
43385,male,5,66
43386,female,27,90
43387,male,22,73
43388,male,30,76
43389,female,32,78
43390,female,19,84
43391,male,11,80
43392,male,31,71
43393,female,4,96
43394,male,22,80
43395,male,26,84
43396,male,6,88
43397,female,18,68
43398,female,26,80
43399,male,2,76
43400,female,22,81
43401,male,16,87
43402,female,25,80
43403,male,24,78
43404,male,15,76
43405,male,24,85
43406,female,31,77
43407,male,7,78
43408,male,25,84
43409,female,8,76
43410,female,17,80
43411,female,13,89
43412,male,23,74
43413,female,27,92
43414,male,2,82
43415,male,14,81
43416,female,9,72
43417,male,10,80
43418,female,17,83
43419,male,31,81
43420,female,6,78
43421,male,21,84
43422,female,7,85
43423,male,29,76
43424,male,1,96
43425,female,24,88
43426,female,22,81
43427,female,11,77
43428,female,9,79
43429,male,10,84
43430,female,8,83
43431,female,1,77
43432,female,18,78
43433,female,29,83
43434,female,4,82
43435,female,15,77
43436,female,20,87
43437,female,19,86
43438,female,5,89
43439,male,22,75
43440,female,12,86
43441,female,26,90
43442,male,8,94
43443,male,6,81
43444,male,30,76
43445,female,4,87
43446,male,22,85
43447,female,21,77
43448,female,28,77
43449,male,5,89
43450,male,14,80
43451,male,29,90
43452,male,6,72
43453,female,10,83
43454,female,16,79
43455,male,6,69
43456,male,18,75
43457,male,6,85
43458,male,30,81
43459,female,13,75
43460,male,4,76
43461,male,4,85
43462,male,24,80
43463,male,4,75
43464,male,22,78
43465,male,28,74
43466,female,13,78
43467,male,12,87
43468,female,29,69
43469,female,16,68
43470,male,25,77
43471,male,11,81
43472,male,16,71
43473,female,28,75
43474,female,19,80
43475,male,26,80
43476,female,26,72
43477,female,25,81
43478,female,13,72
43479,male,14,71
43480,female,1,79
43481,female,12,86
43482,female,20,75
43483,female,11,85
43484,female,23,73
43485,male,16,81
43486,female,6,71
43487,female,29,91
43488,female,27,84
43489,male,17,64
43490,male,3,80
43491,female,17,88
43492,female,31,80
43493,female,26,79
43494,male,20,73
43495,male,29,84
43496,female,17,81
43497,male,5,83
43498,female,16,80
43499,male,32,71
43500,male,23,71
43501,male,7,87
43502,male,16,79
43503,male,1,77
43504,male,14,79
43505,male,9,84
43506,male,23,80
43507,male,21,82
43508,female,23,82
43509,male,8,83
43510,female,29,86
43511,male,7,82
43512,female,20,64
43513,female,28,76
43514,male,17,75
43515,female,23,81
43516,female,18,73
43517,female,28,81
43518,male,4,75
43519,male,4,84
43520,male,30,76
43521,female,17,78
43522,male,22,76
43523,male,29,66
43524,female,25,78
43525,female,19,80
43526,female,24,80
43527,male,29,69
43528,male,22,70
43529,male,13,69
43530,male,3,85
43531,female,14,68
43532,female,24,86
43533,male,21,72
43534,male,32,84
43535,male,4,76
43536,male,13,78
43537,male,4,81
43538,female,27,83
43539,female,15,76
43540,female,8,76
43541,male,16,72
43542,male,6,82
43543,male,7,89
43544,male,12,82
43545,female,9,83
43546,male,4,82
43547,male,21,76
43548,female,15,81
43549,male,24,74
43550,female,7,84
43551,male,19,88
43552,female,27,82
43553,male,14,76
43554,male,20,82
43555,female,31,75
43556,female,23,76
43557,male,5,85
43558,female,7,93
43559,female,2,84
43560,female,21,88
43561,male,1,79
43562,male,21,72
43563,male,9,74
43564,male,27,73
43565,male,18,82
43566,female,13,86
43567,male,6,74
43568,female,21,97
43569,male,23,88
43570,female,24,92
43571,male,17,74
43572,female,20,69
43573,female,28,91
43574,male,26,79
43575,female,14,75
43576,female,14,89
43577,female,1,78
43578,male,6,79
43579,male,8,82
43580,female,10,93
43581,male,1,81
43582,male,27,73
43583,female,32,89
43584,male,27,86
43585,male,17,94
43586,female,11,74
43587,male,21,85
43588,male,23,93
43589,male,3,73
43590,male,20,77
43591,female,31,79
43592,male,20,84
43593,female,11,76
43594,female,7,93
43595,male,2,75
43596,female,5,80
43597,male,8,84
43598,male,27,89
43599,male,13,93
43600,male,31,80
43601,male,31,85
43602,male,23,89
43603,male,4,75
43604,female,22,84
43605,female,2,74
43606,male,31,89
43607,male,28,67
43608,male,32,79
43609,female,8,80
43610,female,31,86
43611,female,15,78
43612,female,3,88
43613,male,1,76
43614,male,9,82
43615,female,26,85
43616,female,12,89
43617,female,19,93
43618,female,15,76
43619,male,10,88
43620,female,27,78
43621,female,28,72
43622,male,21,71
43623,male,6,79
43624,male,24,81
43625,male,9,84
43626,male,25,66
43627,female,3,71
43628,female,22,83
43629,female,7,82
43630,male,22,84
43631,male,1,76
43632,female,19,79
43633,male,8,79
43634,female,7,86
43635,male,19,77
43636,female,21,78
43637,male,17,74
43638,male,4,87
43639,female,4,76
43640,male,1,79
43641,female,28,66
43642,male,6,77
43643,male,12,80
43644,female,30,71
43645,male,11,86
43646,female,6,88
43647,female,5,81
43648,female,10,75
43649,male,14,81
43650,female,17,81
43651,female,4,80
43652,male,25,74
43653,female,29,70
43654,female,27,78
43655,female,24,83
43656,male,24,79
43657,female,10,77
43658,male,4,75
43659,male,9,78
43660,male,27,64
43661,female,25,86
43662,female,18,90
43663,female,14,77
43664,male,16,76
43665,female,11,67
43666,female,31,73
43667,female,21,80
43668,female,5,83
43669,female,23,66
43670,male,3,78
43671,male,7,70
43672,male,30,75
43673,male,23,85
43674,female,27,78
43675,male,16,77
43676,male,11,80
43677,female,10,91
43678,female,2,69
43679,male,26,74
43680,female,20,85
43681,male,23,71
43682,male,17,78
43683,female,16,86
43684,male,13,85
43685,male,20,90
43686,male,28,89
43687,female,15,85
43688,female,13,79
43689,female,5,76
43690,male,27,79
43691,male,19,81
43692,female,2,90
43693,female,24,81
43694,female,1,72
43695,female,17,79
43696,male,10,88
43697,female,11,87
43698,male,2,89
43699,female,24,73
43700,male,21,91
43701,male,23,88
43702,male,31,91
43703,female,12,69
43704,female,32,84
43705,female,18,80
43706,male,4,92
43707,male,5,92
43708,male,18,85
43709,female,22,78
43710,female,2,77
43711,female,15,84
43712,male,8,81
43713,male,6,81
43714,male,13,80
43715,female,18,77
43716,female,13,71
43717,female,16,82
43718,female,20,83
43719,female,12,64
43720,female,30,78
43721,female,6,92
43722,female,1,77
43723,male,10,80
43724,female,15,83
43725,female,9,81
43726,male,24,76
43727,male,2,73
43728,male,22,79
43729,female,3,86
43730,male,17,83
43731,female,24,77
43732,female,25,72
43733,female,30,73
43734,female,10,79
43735,male,18,90
43736,female,11,75
43737,male,6,78
43738,female,24,72
43739,male,15,75
43740,male,21,64
43741,male,26,71
43742,male,6,71
43743,male,8,76
43744,female,27,73
43745,female,18,89
43746,male,19,83
43747,female,4,88
43748,male,25,75
43749,male,10,90
43750,male,2,84
43751,female,22,81
43752,female,4,79
43753,female,10,87
43754,female,5,76
43755,female,5,76
43756,male,26,82
43757,male,4,83
43758,female,8,88
43759,female,31,76
43760,male,2,78
43761,female,23,80
43762,female,21,83
43763,male,28,88
43764,female,25,81
43765,male,20,87
43766,male,5,79
43767,female,18,80
43768,female,14,79
43769,male,24,78
43770,female,25,77
43771,male,24,69
43772,female,2,77
43773,male,6,82
43774,female,19,81
43775,male,8,72
43776,female,3,68
43777,male,24,89
43778,female,13,86
43779,male,22,74
43780,female,1,78
43781,female,10,83
43782,female,16,72
43783,female,28,90
43784,male,17,83
43785,male,21,89
43786,male,6,69
43787,male,2,82
43788,female,18,86
43789,female,20,76
43790,male,31,80
43791,female,23,88
43792,female,22,73
43793,male,8,76
43794,female,5,93
43795,female,21,81
43796,female,11,75
43797,female,11,85
43798,male,28,83
43799,female,24,84
43800,female,10,80
43801,female,17,80
43802,female,23,79
43803,female,26,83
43804,female,28,74
43805,female,12,80
43806,female,18,84
43807,female,21,95
43808,female,2,74
43809,female,9,80
43810,female,30,85
43811,male,18,82
43812,female,10,82
43813,female,1,69
43814,male,25,75
43815,male,10,85
43816,male,26,74
43817,female,27,86
43818,female,31,86
43819,female,17,92
43820,male,28,83
43821,female,31,79
43822,female,28,86
43823,female,17,77
43824,male,17,79
43825,male,20,75
43826,male,25,67
43827,male,2,80
43828,female,24,66
43829,male,21,80
43830,female,6,73
43831,male,9,79
43832,male,26,75
43833,male,27,81
43834,male,14,84
43835,male,7,75
43836,female,19,70
43837,female,14,90
43838,male,11,85
43839,female,24,65
43840,female,11,72
43841,female,10,70
43842,female,20,83
43843,female,19,76
43844,female,28,80
43845,female,31,85
43846,male,5,76
43847,male,18,81
43848,female,7,81
43849,female,9,92
43850,male,23,75
43851,male,10,82
43852,female,20,83
43853,female,23,78
43854,male,26,79
43855,male,7,69
43856,male,9,71
43857,male,32,78
43858,female,32,79
43859,female,30,78
43860,male,6,81
43861,male,29,89
43862,female,25,84
43863,male,31,79
43864,male,10,69
43865,male,16,89
43866,male,25,91
43867,male,27,71
43868,male,31,92
43869,female,24,81
43870,female,27,81
43871,female,20,81
43872,female,12,75
43873,female,24,82
43874,male,30,71
43875,male,1,65
43876,female,17,77
43877,male,6,92
43878,female,10,78
43879,female,19,80
43880,female,10,77
43881,female,1,81
43882,female,14,76
43883,female,23,80
43884,female,30,72
43885,male,10,72
43886,male,20,76
43887,male,31,82
43888,female,16,79
43889,male,30,75
43890,male,28,78
43891,female,32,81
43892,male,32,81
43893,female,14,89
43894,male,7,79
43895,female,10,81
43896,female,31,77
43897,female,24,79
43898,female,22,76
43899,female,14,78
43900,male,11,70
43901,female,6,80
43902,female,26,83
43903,female,25,76
43904,female,12,83
43905,male,31,85
43906,female,11,82
43907,male,11,68
43908,male,23,80
43909,female,16,75
43910,female,10,83
43911,female,32,91
43912,male,31,92
43913,male,11,78
43914,male,16,66
43915,male,10,75
43916,female,32,83
43917,male,9,83
43918,female,14,74
43919,female,24,75
43920,female,20,76
43921,male,2,78
43922,female,21,82
43923,male,23,75
43924,male,6,75
43925,male,14,71
43926,male,30,81
43927,female,15,77
43928,female,7,83
43929,male,30,81
43930,male,24,84
43931,male,15,87
43932,female,19,81
43933,male,7,75
43934,female,15,85
43935,female,32,91
43936,female,25,71
43937,male,31,77
43938,male,8,72
43939,female,29,83
43940,female,22,78
43941,male,27,75
43942,male,3,88
43943,male,8,82
43944,male,21,63
43945,female,17,83
43946,female,32,73
43947,female,8,70
43948,male,26,83
43949,male,18,95
43950,female,5,82
43951,female,2,79
43952,female,20,76
43953,female,24,78
43954,female,18,81
43955,male,11,89
43956,male,7,80
43957,female,24,84
43958,female,20,92
43959,male,1,79
43960,male,30,85
43961,male,16,83
43962,male,28,87
43963,female,18,82
43964,male,11,79
43965,male,26,85
43966,male,21,82
43967,female,16,67
43968,female,23,81
43969,male,2,65
43970,female,32,77
43971,female,9,67
43972,female,3,76
43973,male,24,82
43974,male,15,91
43975,female,6,76
43976,male,15,82
43977,female,29,75
43978,female,13,85
43979,female,20,85
43980,female,32,82
43981,male,28,77
43982,male,21,91
43983,male,21,81
43984,female,10,80
43985,female,23,84
43986,female,15,75
43987,male,21,84
43988,female,20,83
43989,male,29,83
43990,female,12,75
43991,female,15,80
43992,male,13,65
43993,male,21,85
43994,female,5,68
43995,female,22,77
43996,male,20,80
43997,male,10,72
43998,male,6,82
43999,male,16,80
44000,male,32,74
44001,female,17,71
44002,female,1,67
44003,male,17,81
44004,male,15,84
44005,female,20,76
44006,female,22,77
44007,male,27,83
44008,female,5,74
44009,female,6,90
44010,female,15,73
44011,female,5,78
44012,female,27,85
44013,male,22,79
44014,female,30,80
44015,male,12,91
44016,female,15,94
44017,female,17,77
44018,female,5,84
44019,male,28,79
44020,female,19,71
44021,male,7,79
44022,female,21,76
44023,female,23,75
44024,male,22,85
44025,female,28,68
44026,male,1,86
44027,female,16,80
44028,female,11,75
44029,male,5,83
44030,female,30,85
44031,female,9,78
44032,female,18,71
44033,female,24,73
44034,female,11,82
44035,female,23,83
44036,female,19,79
44037,male,10,79
44038,female,1,80
44039,male,17,72
44040,female,8,72
44041,female,3,81
44042,female,32,70
44043,male,13,68
44044,female,9,67
44045,female,18,76
44046,female,23,76
44047,female,25,86
44048,female,17,79
44049,female,16,71
44050,male,26,81
44051,male,14,66
44052,male,18,88
44053,male,15,88
44054,female,15,71
44055,female,1,72
44056,male,10,90
44057,male,25,80
44058,female,3,83
44059,male,13,79
44060,female,21,83
44061,female,21,81
44062,female,26,80
44063,male,28,82
44064,male,24,84
44065,female,31,71
44066,female,9,67
44067,female,31,74
44068,male,1,75
44069,male,30,74
44070,male,2,62
44071,male,31,82
44072,female,8,67
44073,male,27,84
44074,female,8,82
44075,male,26,80
44076,male,22,88
44077,male,13,79
44078,female,12,65
44079,female,26,81
44080,male,7,79
44081,male,7,69
44082,female,25,69
44083,female,17,74
44084,female,5,83
44085,female,20,84
44086,female,6,94
44087,male,15,84
44088,male,21,72
44089,female,28,87
44090,male,22,68
44091,male,2,88
44092,male,32,64
44093,female,8,74
44094,male,24,85
44095,male,15,89
44096,female,21,78
44097,female,27,83
44098,male,6,90
44099,female,31,75
44100,male,15,84
44101,female,13,76
44102,male,26,85
44103,male,30,78
44104,male,6,79
44105,female,11,74
44106,male,4,76
44107,male,17,84
44108,female,19,76
44109,female,30,75
44110,female,16,84
44111,male,20,72
44112,male,22,77
44113,male,27,85
44114,male,20,71
44115,female,16,90
44116,female,20,75
44117,female,7,77
44118,male,6,77
44119,male,9,79
44120,male,27,67
44121,male,21,79
44122,female,15,80
44123,male,7,78
44124,male,20,66
44125,male,2,85
44126,male,21,79
44127,male,4,86
44128,female,9,77
44129,male,1,82
44130,male,23,79
44131,female,14,84
44132,male,8,69
44133,male,14,93
44134,female,7,73
44135,male,7,71
44136,male,31,84
44137,male,16,77
44138,female,7,75
44139,female,12,85
44140,female,22,82
44141,male,9,82
44142,male,22,76
44143,male,25,73
44144,female,16,80
44145,male,15,83
44146,male,26,76
44147,female,21,76
44148,male,3,74
44149,male,2,69
44150,female,11,80
44151,male,9,78
44152,male,19,76
44153,male,15,74
44154,male,15,92
44155,male,8,78
44156,male,3,76
44157,male,21,84
44158,female,12,79
44159,male,26,81
44160,male,26,76
44161,male,8,76
44162,female,17,88
44163,female,1,84
44164,male,4,80
44165,male,28,74
44166,male,20,68
44167,female,28,90
44168,male,20,73
44169,female,15,92
44170,male,9,77
44171,male,4,87
44172,female,3,82
44173,female,5,80
44174,female,21,72
44175,female,28,76
44176,male,6,83
44177,female,30,87
44178,male,8,87
44179,male,25,67
44180,male,11,89
44181,male,30,70
44182,female,28,70
44183,female,26,69
44184,female,23,69
44185,female,6,83
44186,female,30,76
44187,male,2,69
44188,female,1,82
44189,male,30,92
44190,female,11,77
44191,female,3,84
44192,female,8,89
44193,female,28,86
44194,male,8,78
44195,male,27,84
44196,female,29,83
44197,male,7,71
44198,male,7,76
44199,male,11,81
44200,female,31,95
44201,female,20,87
44202,male,20,87
44203,male,18,95
